Site_ID,year
37-183-0014,2002
37-183-0014,2003
37-183-0014,2004
37-183-0014,2005
37-183-0014,2006
37-183-0014,2007
37-183-0014,2008
38-007-0002,2000
38-007-0002,2001
38-007-0002,2002
38-007-0002,2003
38-007-0002,2004
38-007-0002,2005
38-007-0002,2006
38-007-0002,2007
38-007-0002,2008
38-013-0004,2000
38-013-0004,2003
38-013-0004,2004
38-013-0004,2005
38-013-0004,2006
38-013-0004,2008
38-015-0003,2002
38-015-0003,2003
38-015-0003,2004
38-015-0003,2005
38-015-0003,2006
38-017-1004,2002
38-017-1004,2003
38-017-1004,2004
38-017-1004,2005
38-017-1004,2006
38-017-1004,2007
38-017-1004,2008
38-053-0002,2002
38-053-0002,2003
38-053-0002,2004
38-053-0002,2005
39-017-1004,2002
39-017-1004,2003
39-017-1004,2004
39-017-1004,2005
39-017-1004,2006
39-017-1004,2007
39-017-1004,2008
39-035-0038,2002
39-035-0038,2003
39-035-0038,2004
39-035-0038,2005
39-035-0038,2006
39-035-0038,2007
39-035-0060,2001
39-035-0060,2002
39-035-0060,2003
39-035-0060,2004
39-035-0060,2005
39-035-0060,2006
39-035-0060,2007
39-035-0060,2008
39-049-0081,2003
39-049-0081,2004
39-049-0081,2005
39-049-0081,2006
39-095-0026,2003
39-095-0026,2004
39-095-0026,2005
39-095-0026,2006
39-095-0026,2007
39-095-0026,2008
39-099-0014,2003
39-099-0014,2004
39-099-0014,2005
39-099-0014,2006
39-099-0014,2007
39-099-0014,2008
39-121-8001,2002
39-121-8001,2003
39-121-8001,2004
39-121-8001,2005
39-121-8001,2006
39-121-8001,2007
39-121-8001,2008
39-121-9000,2002
39-121-9000,2003
39-121-9000,2004
39-121-9000,2005
39-121-9000,2006
39-121-9000,2007
39-121-9000,2008
39-153-0023,2003
39-153-0023,2004
39-153-0023,2005
39-153-0023,2006
39-153-0023,2007
40-031-9000,2002
40-031-9000,2003
40-031-9000,2004
40-031-9000,2005
40-031-9000,2006
40-031-9000,2007
40-031-9000,2008
40-071-9010,2003
40-071-9010,2004
40-071-9010,2005
40-071-9010,2006
40-071-9010,2007
40-071-9010,2008
40-109-1037,2003
40-109-1037,2004
40-109-1037,2005
40-109-1037,2006
40-109-1037,2007
40-109-1037,2008
40-143-1127,2002
40-143-1127,2003
40-143-1127,2004
40-143-1127,2005
40-143-1127,2006
40-143-1127,2007
40-143-1127,2008
41-005-0010,2001
41-005-0010,2002
41-005-0010,2003
41-005-0010,2004
41-005-0010,2005
41-005-0010,2006
41-005-0010,2007
41-005-0010,2008
41-005-0102,2001
41-005-0102,2002
41-005-0102,2003
41-005-0102,2004
41-005-0102,2005
41-005-0102,2006
41-005-0102,2007
41-005-0102,2008
41-033-0010,2001
41-033-0010,2002
41-033-0010,2003
41-033-0010,2004
41-033-0010,2005
41-033-0010,2006
41-033-0010,2007
41-033-0010,2008
41-035-8001,2002
41-039-0070,2000
41-039-0070,2001
41-039-0070,2002
41-039-0070,2003
41-039-0070,2004
41-039-0070,2005
41-039-0070,2006
41-039-0070,2007
41-039-0070,2008
41-051-0246,2003
41-051-0246,2004
41-051-0246,2005
41-051-0246,2006
41-063-0002,2001
41-063-0002,2002
41-063-0002,2003
41-063-0002,2004
41-063-0002,2005
41-063-0002,2007
42-001-0001,2002
42-001-0001,2003
42-001-0001,2004
42-001-0001,2005
42-001-0001,2006
42-001-0001,2007
42-001-0001,2008
42-001-9000,2002
42-001-9000,2003
42-001-9000,2004
42-001-9000,2005
42-001-9000,2006
42-001-9000,2007
42-001-9000,2008
42-003-0008,2002
42-003-0008,2003
42-003-0008,2004
42-003-0008,2005
42-003-0008,2006
42-003-0008,2007
42-003-0008,2008
42-027-0100,2003
42-027-0100,2004
42-027-0100,2005
42-027-0100,2006
42-027-0100,2007
42-027-0100,2008
42-029-0100,2003
42-029-0100,2004
42-029-0100,2005
42-029-0100,2006
42-029-0100,2007
42-029-0100,2008
42-043-0401,2003
42-043-0401,2004
42-043-0401,2005
42-043-0401,2006
42-043-0401,2007
42-043-0401,2008
42-045-0002,2003
42-045-0002,2004
42-045-0002,2005
42-045-0002,2006
42-045-0002,2007
42-045-0002,2008
42-069-2006,2004
42-069-2006,2005
42-069-2006,2006
42-069-2006,2007
42-069-2006,2008
42-071-0007,2003
42-071-0007,2004
42-071-0007,2005
42-071-0007,2006
42-071-0007,2007
42-071-0007,2008
42-085-9000,2002
42-085-9000,2003
42-085-9000,2004
42-085-9000,2005
42-085-9000,2006
42-085-9000,2007
42-085-9000,2008
42-095-0025,2003
42-095-0025,2004
42-095-0025,2005
42-095-0025,2006
42-095-0025,2007
42-095-0025,2008
42-101-0004,2002
42-101-0004,2003
42-101-0004,2004
42-101-0004,2005
42-101-0004,2006
42-101-0004,2007
42-125-5001,2002
42-125-5001,2003
42-125-5001,2004
42-125-5001,2005
42-125-5001,2006
42-125-5001,2007
42-129-0008,2002
42-129-0008,2003
42-129-0008,2004
42-129-0008,2005
42-129-0008,2006
42-129-0008,2007
42-133-0008,2003
42-133-0008,2004
42-133-0008,2005
42-133-0008,2006
42-133-0008,2007
42-133-0008,2008
44-007-0022,2003
44-007-0022,2004
44-007-0022,2005
44-007-0022,2006
44-007-0022,2007
44-007-0022,2008
45-019-0049,2002
45-019-0049,2003
45-019-0049,2004
45-019-0049,2005
45-019-0049,2006
45-019-0049,2007
45-019-0049,2008
45-025-0001,2002
45-025-0001,2003
45-025-0001,2004
45-025-0001,2005
45-025-0001,2006
45-025-0001,2007
45-025-0001,2008
45-045-0009,2002
45-045-0009,2003
45-045-0009,2004
45-045-0009,2005
45-045-0009,2006
45-045-0009,2007
45-045-0009,2008
45-079-0019,2002
45-079-0019,2003
45-079-0019,2004
45-079-0019,2005
45-079-0019,2006
46-033-0132,2001
46-033-0132,2002
46-033-0132,2003
46-033-0132,2004
46-033-0132,2005
46-033-0132,2006
46-033-0132,2007
46-033-0132,2008
46-071-0001,2001
46-071-0001,2002
46-071-0001,2003
46-071-0001,2004
46-071-0001,2005
46-071-0001,2006
46-071-0001,2007
46-071-0001,2008
46-099-0006,2003
46-099-0006,2004
46-099-0006,2005
46-099-0006,2006
46-099-0006,2007
46-099-0006,2008
47-009-0101,2000
47-009-0101,2001
47-009-0101,2002
47-009-0101,2003
47-009-0101,2004
47-009-0101,2005
47-009-0101,2006
47-009-0101,2007
47-009-0101,2008
47-037-0023,2003
47-037-0023,2004
47-037-0023,2005
47-037-0023,2006
47-037-0023,2007
47-037-0023,2008
47-065-4002,2002
47-065-4002,2003
47-065-4002,2004
47-065-4002,2005
47-065-4002,2006
47-065-4002,2007
47-065-4002,2008
47-099-0002,2002
47-099-0002,2003
47-099-0002,2004
47-099-0002,2005
47-099-0002,2006
47-099-0002,2007
47-099-0002,2008
47-157-0047,2002
47-157-0047,2003
47-157-0047,2004
47-157-0047,2005
47-157-0047,2006
47-163-1007,2002
47-163-1007,2003
47-163-1007,2004
47-163-1007,2005
47-163-1007,2006
48-043-0101,2000
48-043-0101,2001
48-043-0101,2002
48-043-0101,2003
48-043-0101,2004
48-043-0101,2005
48-043-0101,2006
48-043-0101,2007
48-043-0101,2008
48-113-0069,2001
48-113-0069,2002
48-113-0069,2003
48-113-0069,2004
48-113-0069,2005
48-113-0069,2006
48-113-0069,2007
48-113-0069,2008
48-141-0044,2002
48-141-0044,2003
48-141-0044,2004
48-141-0044,2005
48-141-0044,2006
48-141-0044,2007
48-141-0044,2008
48-201-1039,2001
48-201-1039,2002
48-201-1039,2004
48-201-1039,2005
48-201-1039,2006
48-201-1039,2007
48-201-1039,2008
49-017-0101,2000
49-017-0101,2001
49-017-0101,2002
49-017-0101,2003
49-017-0101,2004
49-017-0101,2005
49-017-0101,2006
49-017-0101,2007
49-017-0101,2008
49-035-3006,2001
49-035-3006,2002
49-035-3006,2003
49-035-3006,2004
49-035-3006,2005
49-035-3006,2006
49-035-3006,2007
49-049-4001,2002
49-049-4001,2003
49-049-4001,2004
49-049-4001,2005
49-049-4001,2006
49-049-4001,2007
49-053-0130,2004
49-053-0130,2005
49-053-0130,2006
49-053-0130,2007
49-053-0130,2008
49-053-9000,2001
49-053-9000,2002
49-053-9000,2003
49-053-9000,2004
49-055-9000,2001
49-055-9000,2002
49-055-9000,2003
49-055-9000,2004
49-055-9000,2005
49-055-9000,2006
49-055-9000,2007
49-055-9000,2008
50-003-8001,2002
50-003-8001,2003
50-003-8001,2004
50-003-8001,2005
50-003-8001,2006
50-003-8001,2007
50-003-8001,2008
50-007-0007,2002
50-007-0007,2003
50-007-0007,2004
50-007-0007,2005
50-007-0007,2006
50-007-0007,2007
50-007-0007,2008
50-007-0012,2001
50-007-0012,2002
50-007-0012,2003
50-007-0012,2004
50-007-0012,2005
50-007-0012,2006
50-007-0012,2007
50-007-0012,2008
51-087-0014,2004
51-087-0014,2005
51-087-0014,2006
51-087-0014,2007
51-087-0014,2008
51-113-0003,2002
51-113-0003,2003
51-113-0003,2004
51-113-0003,2005
51-113-0003,2006
51-113-0003,2007
51-113-0003,2008
51-113-9000,2000
51-113-9000,2001
51-113-9000,2002
51-113-9000,2003
51-113-9000,2004
51-113-9000,2005
51-113-9000,2006
51-113-9000,2007
51-113-9000,2008
51-163-0003,2002
51-163-0003,2003
51-163-0003,2004
51-163-0003,2005
51-163-0003,2006
51-163-0003,2007
51-163-0003,2008
51-163-9000,2001
51-163-9000,2002
51-163-9000,2003
51-163-9000,2004
51-163-9000,2005
51-163-9000,2006
51-163-9000,2007
51-163-9000,2008
51-520-0006,2002
51-520-0006,2003
51-520-0006,2004
51-520-0006,2005
51-520-0006,2006
53-009-0020,2002
53-009-0020,2003
53-009-0020,2004
53-009-0020,2005
53-009-0020,2006
53-009-0020,2007
53-009-0020,2008
53-033-0024,2002
53-033-0024,2003
53-033-0024,2004
53-033-0024,2005
53-033-0057,2003
53-033-0057,2004
53-033-0057,2005
53-033-0057,2006
53-033-0057,2007
53-033-0080,2001
53-033-0080,2002
53-033-0080,2003
53-033-0080,2004
53-033-0080,2005
53-033-0080,2006
53-037-0004,2002
53-037-0004,2003
53-037-0004,2004
53-037-0004,2005
53-037-0004,2006
53-037-0004,2007
53-037-0004,2008
53-039-0003,2002
53-039-0003,2003
53-039-0003,2004
53-039-0003,2005
53-039-0003,2006
53-039-0003,2007
53-039-0003,2008
53-039-0010,2002
53-039-0010,2003
53-039-0010,2004
53-039-0010,2005
53-039-0010,2006
53-039-0010,2007
53-039-0010,2008
53-039-0011,2001
53-039-0011,2002
53-039-0011,2003
53-039-0011,2004
53-039-0011,2005
53-039-0011,2006
53-039-0011,2007
53-039-0011,2008
53-047-0012,2002
53-047-0012,2003
53-047-0012,2004
53-047-0012,2005
53-047-0012,2006
53-047-0012,2007
53-047-0012,2008
53-053-0014,2000
53-053-0014,2001
53-053-0014,2002
53-053-0014,2003
53-053-0014,2004
53-053-0014,2005
53-053-0014,2006
53-053-0014,2007
53-053-0014,2008
53-053-1010,2002
53-053-1010,2003
53-053-1010,2004
53-053-1010,2005
53-053-1010,2006
53-053-1010,2007
53-053-1010,2008
53-063-0016,2005
53-063-0016,2006
53-063-0016,2007
53-063-0016,2008
54-051-1002,2005
54-051-1002,2006
54-051-1002,2007
54-051-1002,2008
54-093-9000,2002
54-093-9000,2003
54-093-9000,2004
54-093-9000,2005
54-093-9000,2006
54-093-9000,2007
54-093-9000,2008
55-027-0007,2002
55-027-0007,2003
55-027-0007,2004
55-027-0007,2005
55-027-0007,2006
55-027-0007,2007
55-027-0007,2008
55-059-0019,2003
55-059-0019,2004
55-059-0019,2005
55-079-0026,2001
55-079-0026,2002
55-079-0026,2003
55-079-0026,2004
55-079-0026,2005
55-079-0026,2006
55-079-0026,2007
55-079-0026,2008
55-119-8001,2002
55-119-8001,2003
55-119-8001,2004
55-119-8001,2005
55-119-8001,2006
55-119-8001,2007
55-119-8001,2008
55-133-0027,2003
55-133-0027,2004
55-133-0027,2005
55-133-0027,2006
55-133-0027,2007
55-133-0027,2008
56-005-0123,2004
56-005-0123,2005
56-005-0123,2006
56-005-0123,2007
56-005-0123,2008
56-019-9000,2003
56-019-9000,2004
56-019-9000,2006
56-019-9000,2007
56-019-9000,2008
56-035-9000,2002
56-035-9000,2003
56-035-9000,2004
56-035-9000,2005
56-035-9000,2006
56-035-9000,2007
56-035-9000,2008
56-039-9000,2002
56-039-9000,2003
56-039-9000,2004
56-039-9000,2005
56-039-9000,2006
56-039-9000,2007
56-039-9000,2008
